"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"9527","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-20","2015-11-27",929.72,693.83,0.25372,11,2,1
"9528","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-04","2015-11-07",506.71,380.59,0.2489,11,0,1
"9529","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-21","2015-11-28",970.72,730.58,0.24738,11,2,1
"9530","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-10-24","2015-10-27",770.53,580.59,0.24651,10,0,1
"9531","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-07","2015-11-10",480.98,367.13,0.23671,11,1,1
"9532","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-06","2015-11-13",835.76,638.63,0.23587,11,1,1
"9533","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-13","2015-11-20",914.65,712.23,0.22131,11,2,1
"9534","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-10-23","2015-10-26",599.35,477.7,0.20296,10,0,1
"9535","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-22","2015-11-29",978.1,781.71,0.20079,11,2,1
"9536","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-11","2015-11-18",844.55,680.03,0.19481,11,1,1
"9537","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-06","2015-11-09",464.87,375.34,0.1926,11,1,1
"9538","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-14","2015-11-21",879.26,711.26,0.19108,11,2,1
"9539","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-08","2015-11-15",879.54,712.23,0.19023,11,1,1
"9540","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-25","2015-12-02",876.46,712.23,0.18738,11,2,1
"9541","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-18","2015-11-25",867.47,711.26,0.18008,11,2,1
"9542","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-11","2015-11-14",480.24,394.73,0.17806,11,1,1
"9543","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-07","2015-11-14",938.45,774.09,0.17515,11,1,1
"9544","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-10-24","2015-10-27",564.23,465.65,0.17471,10,0,1
"9545","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-01","2015-11-08",1113.94,919.73,0.17435,11,0,1
"9546","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-13","2015-11-20",945.75,783.71,0.17133,11,2,1
"9547","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-21","2015-11-24",554.54,460.05,0.1704,11,2,1
"9548","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-01","2015-11-04",468.7,390.29,0.1673,11,0,1
"9549","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-15","2015-11-22",855.23,712.23,0.16721,11,2,1
"9550","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-14","2015-11-17",441.05,367.55,0.16665,11,2,1
"9551","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-22","2015-11-25",548.16,461.4,0.15827,11,2,1
"9552","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-20","2015-11-23",538.83,454.46,0.15659,11,2,1
"9553","FLL","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-10-23","2015-10-30",926.33,783.03,0.15469,10,0,1
"9554","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-08","2015-11-11",424.13,359.81,0.15166,11,1,1
"9555","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-20","2015-11-27",1093.3,935.09,0.14471,11,2,1
"9556","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-14","2015-11-17",503.75,432.08,0.14227,11,2,1
"9557","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-11","2015-11-18",867.51,744.41,0.1419,11,1,1
"9558","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-14","2015-11-21",927.72,797.09,0.14081,11,2,1
"9559","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-07","2015-11-10",519.13,446.33,0.14024,11,1,1
"9560","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-15","2015-11-22",945.3,816.17,0.1366,11,2,1
"9561","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-01","2015-11-04",615.23,531.96,0.13535,11,0,1
"9562","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-25","2015-12-02",1058.5,915.89,0.13473,11,2,1
"9563","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-08","2015-11-11",489.88,424,0.13447,11,1,1
"9564","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-08","2015-11-15",1006.65,872.29,0.13347,11,1,1
"9565","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-15","2015-11-18",461.43,401.6,0.12965,11,2,1
"9566","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-18","2015-11-21",504.83,441.15,0.12613,11,2,1
"9567","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-25","2015-11-28",572.03,505.71,0.11595,11,2,1
"9568","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-11","2015-11-14",524.55,465.11,0.11333,11,1,1
"9569","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-13","2015-11-16",454.42,402.94,0.11329,11,2,1
"9570","JFK","SJU","Hilton Ponce Golf and Casino Resort",7,"2015-11-18","2015-11-25",910.19,813.65,0.10607,11,2,1
"9571","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-20","2015-11-23",647.96,590.56,0.08859,11,2,1
"9572","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-15","2015-11-18",473.36,433.18,0.08488,11,2,1
"9573","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-13","2015-11-16",590.73,543.2,0.08047,11,2,1
"9574","JFK","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-11-18","2015-11-21",534.24,502.45,0.05951,11,2,1
"9575","FLL","SJU","Hilton Ponce Golf and Casino Resort",3,"2015-10-30","2015-11-02",479.19,478.28,0.00189,10,0,1
"9576","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-25","2015-10-28",830.39,724.13,0.12797,10,0,1
"9577","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-28","2015-10-31",830.11,724.13,0.12767,10,0,1
"9578","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-13","2015-11-16",855.29,758.83,0.11278,11,2,1
"9579","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-30","2015-11-02",809.33,724.13,0.10528,10,0,1
"9580","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-01","2015-11-04",799.8,717.13,0.10337,11,0,1
"9581","JFK","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-30","2015-11-02",955.46,876.91,0.08221,10,0,1
"9582","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-21","2015-10-24",1162.37,1069.1,0.08025,10,0,1
"9583","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-11","2015-11-14",778.45,738.83,0.0509,11,1,1
"9584","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-31","2015-11-03",752.83,717.13,0.04743,10,0,1
"9585","JFK","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-01","2015-11-04",859.11,836.91,0.02584,11,0,1
"9586","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-15","2015-11-18",701.06,684.13,0.02416,11,2,1
"9587","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-24","2015-10-27",827.63,812.1,0.01877,10,0,1
"9588","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-18","2015-11-21",696.89,684.13,0.01832,11,2,1
"9589","MCO","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-11-14","2015-11-17",690.13,684.13,0.00869,11,2,1
"9590","JFK","MBJ","Hilton Rose Hall Resort and Spa",3,"2015-10-25","2015-10-28",945.92,938.04,0.00833,10,0,1
"9591","JFK","SAN","Hilton San Diego Airport/Harbor Island",3,"2015-10-24","2015-10-27",1404.97,707.66,0.49632,10,0,1
"9592","JFK","SAN","Hilton San Diego Airport/Harbor Island",7,"2015-10-31","2015-11-07",1846.99,1549.47,0.16108,10,0,1
"9593","JFK","SAN","Hilton San Diego Airport/Harbor Island",3,"2015-11-06","2015-11-09",754.26,724.58,0.03934,11,1,1
"9594","JFK","SAN","Hilton San Diego Airport/Harbor Island",3,"2015-11-07","2015-11-10",637.17,621.45,0.02468,11,1,1
"9595","JFK","SAN","Hilton San Diego Airport/Harbor Island",3,"2015-11-21","2015-11-24",740.63,738.87,0.00238,11,2,1
"9596","JFK","SAN","Hilton San Diego Airport/Harbor Island",7,"2015-11-07","2015-11-14",1193.73,1192.79,0.00079,11,1,1
"9597","JFK","SAN","Hilton San Diego Airport/Harbor Island",7,"2015-11-06","2015-11-13",1173.96,1173.79,0.00015,11,1,1
"9598","JFK","SAN","Hilton San Diego Del Mar",3,"2015-10-24","2015-10-27",1187.66,518.36,0.56355,10,0,1
"9599","JFK","SAN","Hilton San Diego Del Mar",3,"2015-10-28","2015-10-31",1086.42,533.3,0.50912,10,0,1
"9600","JFK","SAN","Hilton San Diego Del Mar",7,"2015-10-24","2015-10-31",1429.42,789.46,0.44771,10,0,1
"9601","JFK","SAN","Hilton San Diego Del Mar",3,"2015-10-30","2015-11-02",783.91,517.9,0.33933,10,0,1
"9602","JFK","SAN","Hilton San Diego Del Mar",3,"2015-10-31","2015-11-03",784.54,518.36,0.33928,10,0,1
"9603","JFK","SAN","Hilton San Diego Del Mar",7,"2015-10-30","2015-11-06",1020.92,780.51,0.23548,10,0,1
"9604","JFK","SAN","Hilton San Diego Del Mar",7,"2015-10-28","2015-11-04",1047.72,810.79,0.22614,10,0,1
"9605","JFK","SAN","Hilton San Diego Del Mar",7,"2015-10-31","2015-11-07",1180.63,919.19,0.22144,10,0,1
"9606","JFK","SAN","Hilton San Diego Del Mar",7,"2015-10-25","2015-11-01",1364.9,1097.28,0.19607,10,0,1
"9607","JFK","SAN","Hilton San Diego Del Mar",3,"2015-10-25","2015-10-28",1179.53,1090.8,0.07523,10,0,1
"9608","JFK","SAN","Hilton San Diego Del Mar",3,"2015-11-01","2015-11-04",798.98,758.55,0.0506,11,0,1
"9609","JFK","SAN","Hilton San Diego Del Mar",7,"2015-11-01","2015-11-08",1106.92,1087.28,0.01775,11,0,1
"9610","JFK","SAN","Hilton San Diego Gaslamp Quarter",3,"2015-10-30","2015-11-02",935.02,546.6,0.41542,10,0,1
"9611","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-22","2015-11-29",1319.18,1076.74,0.18378,11,2,1
"9612","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-04","2015-11-11",1849.39,1515.36,0.18062,11,0,1
"9613","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-06","2015-11-13",1493.85,1232.88,0.17469,11,1,1
"9614","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-07","2015-11-14",1487.23,1233.37,0.17069,11,1,1
"9615","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-01","2015-11-08",2145.69,1850.58,0.13754,11,0,1
"9616","JFK","SAN","Hilton San Diego Gaslamp Quarter",7,"2015-11-25","2015-12-02",1054.72,912.03,0.13529,11,2,1
"9617","JFK","SAN","Hilton San Diego Gaslamp Quarter",3,"2015-11-22","2015-11-25",684.42,639.67,0.06538,11,2,1
"9618","JFK","SAN","Hilton San Diego Gaslamp Quarter",3,"2015-11-06","2015-11-09",863.71,807.83,0.0647,11,1,1
"9619","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-10-24","2015-10-27",1304.43,640.51,0.50897,10,0,1
"9620","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-10-28","2015-10-31",1166.08,612.94,0.47436,10,0,1
"9621","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-10-30","2015-11-02",798.83,522.74,0.34562,10,0,1
"9622","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-10-31","2015-11-03",835.56,565.84,0.3228,10,0,1
"9623","JFK","SAN","Hilton San Diego Resort and Spa",7,"2015-10-24","2015-10-31",1831.96,1266.72,0.30855,10,0,1
"9624","JFK","SAN","Hilton San Diego Resort and Spa",7,"2015-10-31","2015-11-07",1733.16,1262.65,0.27148,10,0,1
"9625","JFK","SAN","Hilton San Diego Resort and Spa",7,"2015-10-30","2015-11-06",1515.16,1123.97,0.25818,10,0,1
"9626","JFK","SAN","Hilton San Diego Resort and Spa",7,"2015-11-01","2015-11-08",1771.73,1460.97,0.1754,11,0,1
"9627","JFK","SAN","Hilton San Diego Resort and Spa",7,"2015-10-25","2015-11-01",1704.11,1491.44,0.1248,10,0,1
"9628","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-10-25","2015-10-28",1283.78,1151.36,0.10315,10,0,1
"9629","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-11-06","2015-11-09",672.15,648.28,0.03551,11,1,1
"9630","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-11-04","2015-11-07",858.95,846.84,0.01409,11,0,1
"9631","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-11-07","2015-11-10",646.2,637.13,0.01404,11,1,1
"9632","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-11-21","2015-11-24",710.22,705.37,0.00683,11,2,1
"9633","JFK","SAN","Hilton San Diego Resort and Spa",3,"2015-11-22","2015-11-25",678.06,677.63,0.00063,11,2,1
"9634","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-21","2015-10-24",1407.17,935.41,0.33526,10,0,1
"9635","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-23","2015-10-26",1191.55,840.6,0.29454,10,0,1
"9636","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-30","2015-11-02",695.04,536.34,0.22834,10,0,1
"9637","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-11-18","2015-11-25",1301.84,1078.27,0.17173,11,2,1
"9638","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-10-30","2015-11-06",1366.73,1164.99,0.14761,10,0,1
"9639","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-31","2015-11-03",788.45,684.05,0.13241,10,0,1
"9640","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-25","2015-10-28",1228.35,1113.58,0.09343,10,0,1
"9641","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-08","2015-11-11",800.46,726.64,0.09222,11,1,1
"9642","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-18","2015-11-21",917.83,854.83,0.06864,11,2,1
"9643","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-10-21","2015-10-28",2095.72,1951.99,0.06858,10,0,1
"9644","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-11-15","2015-11-22",1470.05,1379.26,0.06176,11,2,1
"9645","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-01","2015-11-04",884.16,832.72,0.05818,11,0,1
"9646","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-24","2015-10-27",1081.45,1030.82,0.04682,10,0,1
"9647","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-10-28","2015-10-31",940.96,918.86,0.02349,10,0,1
"9648","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-04","2015-11-07",753.71,744.51,0.01221,11,0,1
"9649","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-10-25","2015-11-01",1819.07,1801.34,0.00975,10,0,1
"9650","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-14","2015-11-17",648.15,643.15,0.00771,11,2,1
"9651","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-22","2015-11-25",564.62,561.87,0.00488,11,2,1
"9652","JFK","SFO","Hilton San Francisco Airport Bayfront",7,"2015-11-04","2015-11-11",1442.9,1437.15,0.00399,11,0,1
"9653","JFK","SFO","Hilton San Francisco Airport Bayfront",3,"2015-11-15","2015-11-18",769.6,769.08,0.00068,11,2,1
"9654","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-21","2015-10-24",1475.06,882.19,0.40193,10,0,1
"9655","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-23","2015-10-26",1503.22,1077.86,0.28297,10,0,1
"9656","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-31","2015-11-03",802.74,632.79,0.21171,10,0,1
"9657","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-30","2015-11-02",765.26,604.62,0.20992,10,0,1
"9658","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-30","2015-11-06",1752.3,1464.58,0.16419,10,0,1
"9659","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-21","2015-10-28",2521.31,2165.14,0.14126,10,0,1
"9660","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-11-01","2015-11-04",993.74,853.59,0.14103,11,0,1
"9661","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-24","2015-10-27",1482.24,1322.11,0.10804,10,0,1
"9662","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-25","2015-10-28",1530.9,1414.63,0.07595,10,0,1
"9663","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-10-28","2015-10-31",1165.31,1098.09,0.05769,10,0,1
"9664","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-23","2015-10-30",2456.02,2319.76,0.05548,10,0,1
"9665","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-11-22","2015-11-29",1174.72,1114.26,0.05147,11,2,1
"9666","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-31","2015-11-07",1834.12,1747.18,0.0474,10,0,1
"9667","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-11-21","2015-11-28",1169.6,1131.88,0.03225,11,2,1
"9668","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-11-25","2015-11-28",871.69,845.11,0.0305,11,2,1
"9669","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-25","2015-11-01",2392.94,2321.14,0.03,10,0,1
"9670","JFK","SFO","Hilton San Francisco Downtown/Financial District",3,"2015-11-08","2015-11-11",1225.35,1199.08,0.02144,11,1,1
"9671","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-11-20","2015-11-27",1052.95,1039.59,0.01269,11,2,1
"9672","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-10-28","2015-11-04",2023.52,1998.67,0.01228,10,0,1
"9673","JFK","SFO","Hilton San Francisco Downtown/Financial District",7,"2015-11-25","2015-12-02",1036.9,1033.49,0.00328,11,2,1
"9674","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-21","2015-10-24",1354.32,782.72,0.42206,10,0,1
"9675","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-23","2015-10-26",1337.21,980.33,0.26689,10,0,1
"9676","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-15","2015-11-18",1187.99,900.91,0.24166,11,2,1
"9677","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-15","2015-11-22",2066.58,1666.56,0.19357,11,2,1
"9678","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-30","2015-11-02",754.38,627.16,0.16864,10,0,1
"9679","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-14","2015-11-17",1212.24,1018.95,0.15945,11,2,1
"9680","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-14","2015-11-21",2106.3,1803.52,0.14375,11,2,1
"9681","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-31","2015-11-03",919.15,790.59,0.13987,10,0,1
"9682","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-13","2015-11-20",2047.82,1813.93,0.11421,11,2,1
"9683","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-11","2015-11-18",2073.22,1877.48,0.09441,11,1,1
"9684","JFK","SFO","Hilton San Francisco Union Square",7,"2015-10-21","2015-10-28",2423.48,2205.58,0.08991,10,0,1
"9685","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-01","2015-11-04",939.77,880.55,0.06302,11,0,1
"9686","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-28","2015-10-31",932.17,874.55,0.06181,10,0,1
"9687","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-25","2015-10-28",1496.21,1406.35,0.06006,10,0,1
"9688","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-13","2015-11-16",1117.27,1053.2,0.05735,11,2,1
"9689","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-04","2015-11-07",916.91,864.63,0.05702,11,0,1
"9690","JFK","SFO","Hilton San Francisco Union Square",7,"2015-10-31","2015-11-07",1714.6,1622.37,0.05379,10,0,1
"9691","JFK","SFO","Hilton San Francisco Union Square",7,"2015-10-30","2015-11-06",1595.86,1543.48,0.03283,10,0,1
"9692","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-18","2015-11-21",783.1,761.94,0.02702,11,2,1
"9693","JFK","SFO","Hilton San Francisco Union Square",3,"2015-10-24","2015-10-27",1310.42,1283.25,0.02073,10,0,1
"9694","JFK","SFO","Hilton San Francisco Union Square",7,"2015-10-25","2015-11-01",2255.25,2215.94,0.01743,10,0,1
"9695","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-25","2015-11-28",863.1,852.17,0.01266,11,2,1
"9696","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-22","2015-11-25",750.24,744.08,0.00821,11,2,1
"9697","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-07","2015-11-14",2089.53,2074.35,0.00726,11,1,1
"9698","JFK","SFO","Hilton San Francisco Union Square",3,"2015-11-08","2015-11-11",1054.53,1048.16,0.00605,11,1,1
"9699","JFK","SFO","Hilton San Francisco Union Square",7,"2015-11-04","2015-11-11",2019.57,2014.86,0.00233,11,0,1
"9700","JFK","SDQ","Hilton Santo Domingo",3,"2015-10-23","2015-10-26",782.61,566.98,0.27553,10,0,1
"9701","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-04","2015-11-11",1062.06,861.28,0.18905,11,0,1
"9702","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-07","2015-11-10",711.24,589.35,0.17138,11,1,1
"9703","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-06","2015-11-13",1021.92,857.28,0.16111,11,1,1
"9704","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-07","2015-11-14",1021.85,857.28,0.16106,11,1,1
"9705","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-04","2015-11-07",729.01,612.96,0.15919,11,0,1
"9706","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-08","2015-11-15",1036.01,875.28,0.15514,11,1,1
"9707","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-13","2015-11-20",941.57,798.28,0.15219,11,2,1
"9708","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-14","2015-11-21",941.47,798.28,0.15209,11,2,1
"9709","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-18","2015-11-25",957.55,816.28,0.14754,11,2,1
"9710","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-08","2015-11-11",711.23,611.72,0.13991,11,1,1
"9711","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-14","2015-11-17",611.11,526.35,0.13869,11,2,1
"9712","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-20","2015-11-27",944.41,816.28,0.13567,11,2,1
"9713","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-11","2015-11-14",691.15,608.96,0.11892,11,1,1
"9714","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-22","2015-11-29",1002.17,885.28,0.11664,11,2,1
"9715","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-21","2015-11-24",615.42,544.35,0.11547,11,2,1
"9716","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-21","2015-11-28",1021.78,908.28,0.11108,11,2,1
"9717","JFK","SDQ","Hilton Santo Domingo",3,"2015-10-24","2015-10-27",789.29,716.72,0.09194,10,0,1
"9718","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-06","2015-11-09",628.56,571.94,0.09008,11,1,1
"9719","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-18","2015-11-21",618.43,567.96,0.08161,11,2,1
"9720","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-22","2015-11-25",537.55,493.72,0.08153,11,2,1
"9721","JFK","SDQ","Hilton Santo Domingo",7,"2015-11-25","2015-12-02",826.27,773.5,0.06386,11,2,1
"9722","JFK","SDQ","Hilton Santo Domingo",3,"2015-10-25","2015-10-28",763.55,716.72,0.06133,10,0,1
"9723","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-25","2015-11-28",690.22,659.96,0.04384,11,2,1
"9724","JFK","SDQ","Hilton Santo Domingo",3,"2015-11-20","2015-11-23",547.77,524.83,0.04188,11,2,1
"9725","JFK","PBI","Hilton Suites Boca Raton",3,"2015-10-21","2015-10-24",713.32,596.52,0.16374,10,0,1
"9726","JFK","PBI","Hilton Suites Boca Raton",3,"2015-11-14","2015-11-17",523.51,468.06,0.10592,11,2,1
"9727","JFK","PBI","Hilton Suites Boca Raton",3,"2015-11-06","2015-11-09",571.71,546.82,0.04353,11,1,1
"9728","JFK","PBI","Hilton Suites Boca Raton",3,"2015-10-25","2015-10-28",491.09,473.76,0.03528,10,0,1
"9729","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-10-21","2015-10-24",696.81,569.53,0.18267,10,0,1
"9730","JFK","TPA","Hilton Tampa Airport Westshore",7,"2015-11-18","2015-11-25",858.37,728.4,0.15141,11,2,1
"9731","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-11-01","2015-11-04",612.28,529.74,0.1348,11,0,1
"9732","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-11-22","2015-11-25",445.07,405.34,0.08927,11,2,1
"9733","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-10-31","2015-11-03",606.02,556.79,0.08123,10,0,1
"9734","JFK","TPA","Hilton Tampa Airport Westshore",7,"2015-10-28","2015-11-04",921.76,889.41,0.03509,10,0,1
"9735","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-10-23","2015-10-26",551.71,532.59,0.03466,10,0,1
"9736","JFK","TPA","Hilton Tampa Airport Westshore",3,"2015-11-21","2015-11-24",463.98,451.34,0.02725,11,2,1
"9737","JFK","TPA","Hilton Tampa Airport Westshore",7,"2015-10-23","2015-10-30",1003.82,977.29,0.02643,10,0,1
"9738","JFK","TPA","Hilton Tampa Airport Westshore",7,"2015-10-31","2015-11-07",998.34,977.58,0.02079,10,0,1
"9739","JFK","TPA","Hilton Tampa Airport Westshore",7,"2015-11-22","2015-11-29",858.79,857.13,0.00194,11,2,1
